REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
2020/2021,"Dawson Creek (CA), British Columbia",2021S0504975,Returning emigrants,Total - gender,All ages,Persons,249,units,0,161.6.1.1,7
2021/2022,"Dawson Creek (CA), British Columbia",2021S0504975,Returning emigrants,Total - gender,All ages,Persons,249,units,0,161.6.1.1,6
2022/2023,"Dawson Creek (CA), British Columbia",2021S0504975,Returning emigrants,Total - gender,All ages,Persons,249,units,0,161.6.1.1,15
2023/2024,"Dawson Creek (CA), British Columbia",2021S0504975,Returning emigrants,Total - gender,All ages,Persons,249,units,0,161.6.1.1,16
2017/2018,"Dawson Creek (CA), British Columbia",2021S0504975,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,161.8.1.1,-27
2018/2019,"Dawson Creek (CA), British Columbia",2021S0504975,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,161.8.1.1,-54
2019/2020,"Dawson Creek (CA), British Columbia",2021S0504975,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,161.8.1.1,17
2020/2021,"Dawson Creek (CA), British Columbia",2021S0504975,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,161.8.1.1,10
2021/2022,"Dawson Creek (CA), British Columbia",2021S0504975,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,161.8.1.1,-17
2022/2023,"Dawson Creek (CA), British Columbia",2021S0504975,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,161.8.1.1,-240
2023/2024,"Dawson Creek (CA), British Columbia",2021S0504975,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,161.8.1.1,-207
2017/2018,"Dawson Creek (CA), British Columbia",2021S0504975,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,161.9.1.1,-12
2018/2019,"Dawson Creek (CA), British Columbia",2021S0504975,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,161.9.1.1,39
2019/2020,"Dawson Creek (CA), British Columbia",2021S0504975,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,161.9.1.1,-11
2020/2021,"Dawson Creek (CA), British Columbia",2021S0504975,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,161.9.1.1,20
2021/2022,"Dawson Creek (CA), British Columbia",2021S0504975,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,161.9.1.1,-60
2022/2023,"Dawson Creek (CA), British Columbia",2021S0504975,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,161.9.1.1,95
2023/2024,"Dawson Creek (CA), British Columbia",2021S0504975,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,161.9.1.1,78
2017/2018,"Dawson Creek (CA), British Columbia",2021S0504975,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,161.10.1.1,150
2018/2019,"Dawson Creek (CA), British Columbia",2021S0504975,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,161.10.1.1,192
2019/2020,"Dawson Creek (CA), British Columbia",2021S0504975,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,161.10.1.1,-24
2020/2021,"Dawson Creek (CA), British Columbia",2021S0504975,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,161.10.1.1,16
2021/2022,"Dawson Creek (CA), British Columbia",2021S0504975,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,161.10.1.1,254
2022/2023,"Dawson Creek (CA), British Columbia",2021S0504975,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,161.10.1.1,561
2023/2024,"Dawson Creek (CA), British Columbia",2021S0504975,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,161.10.1.1,465
2017/2018,"Dawson Creek (CA), British Columbia",2021S0504975,Residual deviation,Total - gender,All ages,Persons,249,units,0,161.11.1.1,-438
2018/2019,"Dawson Creek (CA), British Columbia",2021S0504975,Residual deviation,Total - gender,All ages,Persons,249,units,0,161.11.1.1,-434
2019/2020,"Dawson Creek (CA), British Columbia",2021S0504975,Residual deviation,Total - gender,All ages,Persons,249,units,0,161.11.1.1,-446
2020/2021,"Dawson Creek (CA), British Columbia",2021S0504975,Residual deviation,Total - gender,All ages,Persons,249,units,0,161.11.1.1,-303
2017/2018,"Fort St. John (CA), British Columbia",2021S0504977,Net emigration,Total - gender,All ages,Persons,249,units,0,162.4.1.1,77
2018/2019,"Fort St. John (CA), British Columbia",2021S0504977,Net emigration,Total - gender,All ages,Persons,249,units,0,162.4.1.1,36
2019/2020,"Fort St. John (CA), British Columbia",2021S0504977,Net emigration,Total - gender,All ages,Persons,249,units,0,162.4.1.1,32
2020/2021,"Fort St. John (CA), British Columbia",2021S0504977,Net emigration,Total - gender,All ages,Persons,249,units,0,162.4.1.1,24
2021/2022,"Fort St. John (CA), British Columbia",2021S0504977,Net emigration,Total - gender,All ages,Persons,249,units,0,162.4.1.1,33
2022/2023,"Fort St. John (CA), British Columbia",2021S0504977,Net emigration,Total - gender,All ages,Persons,249,units,0,162.4.1.1,78
2023/2024,"Fort St. John (CA), British Columbia",2021S0504977,Net emigration,Total - gender,All ages,Persons,249,units,0,162.4.1.1,80
2017/2018,"Fort St. John (CA), British Columbia",2021S0504977,Returning emigrants,Total - gender,All ages,Persons,249,units,0,162.6.1.1,35
2018/2019,"Fort St. John (CA), British Columbia",2021S0504977,Returning emigrants,Total - gender,All ages,Persons,249,units,0,162.6.1.1,37
2019/2020,"Fort St. John (CA), British Columbia",2021S0504977,Returning emigrants,Total - gender,All ages,Persons,249,units,0,162.6.1.1,26
2020/2021,"Fort St. John (CA), British Columbia",2021S0504977,Returning emigrants,Total - gender,All ages,Persons,249,units,0,162.6.1.1,8
2021/2022,"Fort St. John (CA), British Columbia",2021S0504977,Returning emigrants,Total - gender,All ages,Persons,249,units,0,162.6.1.1,13
2022/2023,"Fort St. John (CA), British Columbia",2021S0504977,Returning emigrants,Total - gender,All ages,Persons,249,units,0,162.6.1.1,28
2023/2024,"Fort St. John (CA), British Columbia",2021S0504977,Returning emigrants,Total - gender,All ages,Persons,249,units,0,162.6.1.1,30
2017/2018,"Fort St. John (CA), British Columbia",2021S0504977,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,162.8.1.1,-91
2018/2019,"Fort St. John (CA), British Columbia",2021S0504977,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,162.8.1.1,-152
2019/2020,"Fort St. John (CA), British Columbia",2021S0504977,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,162.8.1.1,-63
2020/2021,"Fort St. John (CA), British Columbia",2021S0504977,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,162.8.1.1,-61
2021/2022,"Fort St. John (CA), British Columbia",2021S0504977,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,162.8.1.1,-131
2022/2023,"Fort St. John (CA), British Columbia",2021S0504977,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,162.8.1.1,-136
2023/2024,"Fort St. John (CA), British Columbia",2021S0504977,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,162.8.1.1,-173
2017/2018,"Fort St. John (CA), British Columbia",2021S0504977,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,162.9.1.1,-221
2018/2019,"Fort St. John (CA), British Columbia",2021S0504977,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,162.9.1.1,-289
2019/2020,"Fort St. John (CA), British Columbia",2021S0504977,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,162.9.1.1,-378
2020/2021,"Fort St. John (CA), British Columbia",2021S0504977,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,162.9.1.1,-391
2021/2022,"Fort St. John (CA), British Columbia",2021S0504977,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,162.9.1.1,-393
2022/2023,"Fort St. John (CA), British Columbia",2021S0504977,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,162.9.1.1,-230
2023/2024,"Fort St. John (CA), British Columbia",2021S0504977,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,162.9.1.1,-118
2017/2018,"Fort St. John (CA), British Columbia",2021S0504977,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,162.10.1.1,-7
2018/2019,"Fort St. John (CA), British Columbia",2021S0504977,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,162.10.1.1,-9
2019/2020,"Fort St. John (CA), British Columbia",2021S0504977,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,162.10.1.1,-71
2020/2021,"Fort St. John (CA), British Columbia",2021S0504977,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,162.10.1.1,-37
2021/2022,"Fort St. John (CA), British Columbia",2021S0504977,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,162.10.1.1,-35
2022/2023,"Fort St. John (CA), British Columbia",2021S0504977,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,162.10.1.1,229
2023/2024,"Fort St. John (CA), British Columbia",2021S0504977,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,162.10.1.1,417
2017/2018,"Fort St. John (CA), British Columbia",2021S0504977,Residual deviation,Total - gender,All ages,Persons,249,units,0,162.11.1.1,51
2018/2019,"Fort St. John (CA), British Columbia",2021S0504977,Residual deviation,Total - gender,All ages,Persons,249,units,0,162.11.1.1,63
2019/2020,"Fort St. John (CA), British Columbia",2021S0504977,Residual deviation,Total - gender,All ages,Persons,249,units,0,162.11.1.1,68
2020/2021,"Fort St. John (CA), British Columbia",2021S0504977,Residual deviation,Total - gender,All ages,Persons,249,units,0,162.11.1.1,136
2017/2018,"Whitehorse (CA), Yukon",2021S0504990,Net emigration,Total - gender,All ages,Persons,249,units,0,163.4.1.1,42
2018/2019,"Whitehorse (CA), Yukon",2021S0504990,Net emigration,Total - gender,All ages,Persons,249,units,0,163.4.1.1,36
2019/2020,"Whitehorse (CA), Yukon",2021S0504990,Net emigration,Total - gender,All ages,Persons,249,units,0,163.4.1.1,24
2020/2021,"Whitehorse (CA), Yukon",2021S0504990,Net emigration,Total - gender,All ages,Persons,249,units,0,163.4.1.1,26
2021/2022,"Whitehorse (CA), Yukon",2021S0504990,Net emigration,Total - gender,All ages,Persons,249,units,0,163.4.1.1,29
2022/2023,"Whitehorse (CA), Yukon",2021S0504990,Net emigration,Total - gender,All ages,Persons,249,units,0,163.4.1.1,17
2023/2024,"Whitehorse (CA), Yukon",2021S0504990,Net emigration,Total - gender,All ages,Persons,249,units,0,163.4.1.1,18
2017/2018,"Whitehorse (CA), Yukon",2021S0504990,Returning emigrants,Total - gender,All ages,Persons,249,units,0,163.6.1.1,0
2018/2019,"Whitehorse (CA), Yukon",2021S0504990,Returning emigrants,Total - gender,All ages,Persons,249,units,0,163.6.1.1,16
2019/2020,"Whitehorse (CA), Yukon",2021S0504990,Returning emigrants,Total - gender,All ages,Persons,249,units,0,163.6.1.1,14
2020/2021,"Whitehorse (CA), Yukon",2021S0504990,Returning emigrants,Total - gender,All ages,Persons,249,units,0,163.6.1.1,0
2021/2022,"Whitehorse (CA), Yukon",2021S0504990,Returning emigrants,Total - gender,All ages,Persons,249,units,0,163.6.1.1,51
2022/2023,"Whitehorse (CA), Yukon",2021S0504990,Returning emigrants,Total - gender,All ages,Persons,249,units,0,163.6.1.1,35
2023/2024,"Whitehorse (CA), Yukon",2021S0504990,Returning emigrants,Total - gender,All ages,Persons,249,units,0,163.6.1.1,36
2017/2018,"Whitehorse (CA), Yukon",2021S0504990,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,163.8.1.1,188
2018/2019,"Whitehorse (CA), Yukon",2021S0504990,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,163.8.1.1,278
2019/2020,"Whitehorse (CA), Yukon",2021S0504990,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,163.8.1.1,493
2020/2021,"Whitehorse (CA), Yukon",2021S0504990,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,163.8.1.1,431
2021/2022,"Whitehorse (CA), Yukon",2021S0504990,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,163.8.1.1,294
2022/2023,"Whitehorse (CA), Yukon",2021S0504990,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,163.8.1.1,230
2023/2024,"Whitehorse (CA), Yukon",2021S0504990,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,163.8.1.1,-88
2017/2018,"Whitehorse (CA), Yukon",2021S0504990,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,163.9.1.1,21
2018/2019,"Whitehorse (CA), Yukon",2021S0504990,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,163.9.1.1,29
2019/2020,"Whitehorse (CA), Yukon",2021S0504990,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,163.9.1.1,60
2020/2021,"Whitehorse (CA), Yukon",2021S0504990,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,163.9.1.1,73
2021/2022,"Whitehorse (CA), Yukon",2021S0504990,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,163.9.1.1,50
2022/2023,"Whitehorse (CA), Yukon",2021S0504990,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,163.9.1.1,126
2023/2024,"Whitehorse (CA), Yukon",2021S0504990,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,163.9.1.1,135
2017/2018,"Whitehorse (CA), Yukon",2021S0504990,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,163.10.1.1,226
2018/2019,"Whitehorse (CA), Yukon",2021S0504990,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,163.10.1.1,26
2019/2020,"Whitehorse (CA), Yukon",2021S0504990,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,163.10.1.1,-50
2020/2021,"Whitehorse (CA), Yukon",2021S0504990,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,163.10.1.1,109
2021/2022,"Whitehorse (CA), Yukon",2021S0504990,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,163.10.1.1,-3
2022/2023,"Whitehorse (CA), Yukon",2021S0504990,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,163.10.1.1,465
2023/2024,"Whitehorse (CA), Yukon",2021S0504990,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,163.10.1.1,332
2017/2018,"Whitehorse (CA), Yukon",2021S0504990,Residual deviation,Total - gender,All ages,Persons,249,units,0,163.11.1.1,-72
2018/2019,"Whitehorse (CA), Yukon",2021S0504990,Residual deviation,Total - gender,All ages,Persons,249,units,0,163.11.1.1,-81
2019/2020,"Whitehorse (CA), Yukon",2021S0504990,Residual deviation,Total - gender,All ages,Persons,249,units,0,163.11.1.1,-70
2020/2021,"Whitehorse (CA), Yukon",2021S0504990,Residual deviation,Total - gender,All ages,Persons,249,units,0,163.11.1.1,-113
2017/2018,"Yellowknife (CA), Northwest Territories",2021S0504995,Net emigration,Total - gender,All ages,Persons,249,units,0,164.4.1.1,4
2018/2019,"Yellowknife (CA), Northwest Territories",2021S0504995,Net emigration,Total - gender,All ages,Persons,249,units,0,164.4.1.1,-11
2019/2020,"Yellowknife (CA), Northwest Territories",2021S0504995,Net emigration,Total - gender,All ages,Persons,249,units,0,164.4.1.1,6
2020/2021,"Yellowknife (CA), Northwest Territories",2021S0504995,Net emigration,Total - gender,All ages,Persons,249,units,0,164.4.1.1,-7
2021/2022,"Yellowknife (CA), Northwest Territories",2021S0504995,Net emigration,Total - gender,All ages,Persons,249,units,0,164.4.1.1,31
2022/2023,"Yellowknife (CA), Northwest Territories",2021S0504995,Net emigration,Total - gender,All ages,Persons,249,units,0,164.4.1.1,38
2023/2024,"Yellowknife (CA), Northwest Territories",2021S0504995,Net emigration,Total - gender,All ages,Persons,249,units,0,164.4.1.1,40
2017/2018,"Yellowknife (CA), Northwest Territories",2021S0504995,Returning emigrants,Total - gender,All ages,Persons,249,units,0,164.6.1.1,28
