"","REF_DATE","City","Province","Components.of.population.growth","VALUE","Type.of.area","covid"
"10540","2021/2022","Moose Jaw","SK","Net interprovincial migration",-172,"CA","COVID"
"10541","2022/2023","Moose Jaw","SK","Net interprovincial migration",-158,"CA","Post-COVID"
"10542","2023/2024","Moose Jaw","SK","Net interprovincial migration",-99,"CA","Post-COVID"
"10543","2017/2018","Moose Jaw","SK","Net intraprovincial migration",-34,"CA","Pre-COVID"
"10544","2018/2019","Moose Jaw","SK","Net intraprovincial migration",-215,"CA","Pre-COVID"
"10545","2019/2020","Moose Jaw","SK","Net intraprovincial migration",-225,"CA","Pre-COVID"
"10546","2020/2021","Moose Jaw","SK","Net intraprovincial migration",-91,"CA","COVID"
"10547","2021/2022","Moose Jaw","SK","Net intraprovincial migration",-100,"CA","COVID"
"10548","2022/2023","Moose Jaw","SK","Net intraprovincial migration",-182,"CA","Post-COVID"
"10549","2023/2024","Moose Jaw","SK","Net intraprovincial migration",-264,"CA","Post-COVID"
"10550","2017/2018","Moose Jaw","SK","Net non-permanent residents",-53,"CA","Pre-COVID"
"10551","2018/2019","Moose Jaw","SK","Net non-permanent residents",135,"CA","Pre-COVID"
"10552","2019/2020","Moose Jaw","SK","Net non-permanent residents",169,"CA","Pre-COVID"
"10553","2020/2021","Moose Jaw","SK","Net non-permanent residents",-25,"CA","COVID"
"10554","2021/2022","Moose Jaw","SK","Net non-permanent residents",223,"CA","COVID"
"10555","2022/2023","Moose Jaw","SK","Net non-permanent residents",815,"CA","Post-COVID"
"10556","2023/2024","Moose Jaw","SK","Net non-permanent residents",696,"CA","Post-COVID"
"10557","2017/2018","Moose Jaw","SK","Residual deviation",114,"CA","Pre-COVID"
"10558","2018/2019","Moose Jaw","SK","Residual deviation",118,"CA","Pre-COVID"
"10559","2019/2020","Moose Jaw","SK","Residual deviation",130,"CA","Pre-COVID"
"10560","2020/2021","Moose Jaw","SK","Residual deviation",185,"CA","COVID"
"10561","2017/2018","Swift Current","SK","Net emigration",11,"CA","Pre-COVID"
"10562","2018/2019","Swift Current","SK","Net emigration",7,"CA","Pre-COVID"
"10563","2019/2020","Swift Current","SK","Net emigration",-2,"CA","Pre-COVID"
"10564","2020/2021","Swift Current","SK","Net emigration",3,"CA","COVID"
"10565","2021/2022","Swift Current","SK","Net emigration",38,"CA","COVID"
"10566","2022/2023","Swift Current","SK","Net emigration",5,"CA","Post-COVID"
"10567","2023/2024","Swift Current","SK","Net emigration",5,"CA","Post-COVID"
"10568","2017/2018","Swift Current","SK","Returning emigrants",6,"CA","Pre-COVID"
"10569","2018/2019","Swift Current","SK","Returning emigrants",13,"CA","Pre-COVID"
"10570","2019/2020","Swift Current","SK","Returning emigrants",8,"CA","Pre-COVID"
"10571","2020/2021","Swift Current","SK","Returning emigrants",11,"CA","COVID"
"10572","2021/2022","Swift Current","SK","Returning emigrants",22,"CA","COVID"
"10573","2022/2023","Swift Current","SK","Returning emigrants",13,"CA","Post-COVID"
"10574","2023/2024","Swift Current","SK","Returning emigrants",14,"CA","Post-COVID"
"10575","2017/2018","Swift Current","SK","Net interprovincial migration",-146,"CA","Pre-COVID"
"10576","2018/2019","Swift Current","SK","Net interprovincial migration",-212,"CA","Pre-COVID"
"10577","2019/2020","Swift Current","SK","Net interprovincial migration",-262,"CA","Pre-COVID"
"10578","2020/2021","Swift Current","SK","Net interprovincial migration",-103,"CA","COVID"
"10579","2021/2022","Swift Current","SK","Net interprovincial migration",-78,"CA","COVID"
"10580","2022/2023","Swift Current","SK","Net interprovincial migration",-157,"CA","Post-COVID"
"10581","2023/2024","Swift Current","SK","Net interprovincial migration",-113,"CA","Post-COVID"
"10582","2017/2018","Swift Current","SK","Net intraprovincial migration",118,"CA","Pre-COVID"
"10583","2018/2019","Swift Current","SK","Net intraprovincial migration",48,"CA","Pre-COVID"
"10584","2019/2020","Swift Current","SK","Net intraprovincial migration",32,"CA","Pre-COVID"
"10585","2020/2021","Swift Current","SK","Net intraprovincial migration",-29,"CA","COVID"
"10586","2021/2022","Swift Current","SK","Net intraprovincial migration",42,"CA","COVID"
"10587","2022/2023","Swift Current","SK","Net intraprovincial migration",9,"CA","Post-COVID"
"10588","2023/2024","Swift Current","SK","Net intraprovincial migration",1,"CA","Post-COVID"
"10589","2017/2018","Swift Current","SK","Net non-permanent residents",-31,"CA","Pre-COVID"
"10590","2018/2019","Swift Current","SK","Net non-permanent residents",37,"CA","Pre-COVID"
"10591","2019/2020","Swift Current","SK","Net non-permanent residents",-3,"CA","Pre-COVID"
"10592","2020/2021","Swift Current","SK","Net non-permanent residents",-3,"CA","COVID"
"10593","2021/2022","Swift Current","SK","Net non-permanent residents",0,"CA","COVID"
"10594","2022/2023","Swift Current","SK","Net non-permanent residents",179,"CA","Post-COVID"
"10595","2023/2024","Swift Current","SK","Net non-permanent residents",87,"CA","Post-COVID"
"10596","2017/2018","Swift Current","SK","Residual deviation",-6,"CA","Pre-COVID"
"10597","2018/2019","Swift Current","SK","Residual deviation",-12,"CA","Pre-COVID"
"10598","2019/2020","Swift Current","SK","Residual deviation",-3,"CA","Pre-COVID"
"10599","2020/2021","Swift Current","SK","Residual deviation",76,"CA","COVID"
"10600","2017/2018","North Battleford","SK","Net emigration",11,"CA","Pre-COVID"
"10601","2018/2019","North Battleford","SK","Net emigration",10,"CA","Pre-COVID"
"10602","2019/2020","North Battleford","SK","Net emigration",17,"CA","Pre-COVID"
"10603","2020/2021","North Battleford","SK","Net emigration",4,"CA","COVID"
"10604","2021/2022","North Battleford","SK","Net emigration",-8,"CA","COVID"
"10605","2022/2023","North Battleford","SK","Net emigration",-5,"CA","Post-COVID"
"10606","2023/2024","North Battleford","SK","Net emigration",-5,"CA","Post-COVID"
"10607","2017/2018","North Battleford","SK","Returning emigrants",5,"CA","Pre-COVID"
"10608","2018/2019","North Battleford","SK","Returning emigrants",6,"CA","Pre-COVID"
"10609","2019/2020","North Battleford","SK","Returning emigrants",8,"CA","Pre-COVID"
"10610","2020/2021","North Battleford","SK","Returning emigrants",6,"CA","COVID"
"10611","2021/2022","North Battleford","SK","Returning emigrants",14,"CA","COVID"
"10612","2022/2023","North Battleford","SK","Returning emigrants",5,"CA","Post-COVID"
"10613","2023/2024","North Battleford","SK","Returning emigrants",5,"CA","Post-COVID"
"10614","2017/2018","North Battleford","SK","Net interprovincial migration",-237,"CA","Pre-COVID"
"10615","2018/2019","North Battleford","SK","Net interprovincial migration",-261,"CA","Pre-COVID"
"10616","2019/2020","North Battleford","SK","Net interprovincial migration",-189,"CA","Pre-COVID"
"10617","2020/2021","North Battleford","SK","Net interprovincial migration",-71,"CA","COVID"
"10618","2021/2022","North Battleford","SK","Net interprovincial migration",-119,"CA","COVID"
"10619","2022/2023","North Battleford","SK","Net interprovincial migration",-90,"CA","Post-COVID"
"10620","2023/2024","North Battleford","SK","Net interprovincial migration",-61,"CA","Post-COVID"
"10621","2017/2018","North Battleford","SK","Net intraprovincial migration",-223,"CA","Pre-COVID"
"10622","2018/2019","North Battleford","SK","Net intraprovincial migration",-227,"CA","Pre-COVID"
"10623","2019/2020","North Battleford","SK","Net intraprovincial migration",-213,"CA","Pre-COVID"
"10624","2020/2021","North Battleford","SK","Net intraprovincial migration",-179,"CA","COVID"
"10625","2021/2022","North Battleford","SK","Net intraprovincial migration",-181,"CA","COVID"
"10626","2022/2023","North Battleford","SK","Net intraprovincial migration",-263,"CA","Post-COVID"
"10627","2023/2024","North Battleford","SK","Net intraprovincial migration",-202,"CA","Post-COVID"
"10628","2017/2018","North Battleford","SK","Net non-permanent residents",-16,"CA","Pre-COVID"
"10629","2018/2019","North Battleford","SK","Net non-permanent residents",16,"CA","Pre-COVID"
"10630","2019/2020","North Battleford","SK","Net non-permanent residents",-8,"CA","Pre-COVID"
"10631","2020/2021","North Battleford","SK","Net non-permanent residents",14,"CA","COVID"
"10632","2021/2022","North Battleford","SK","Net non-permanent residents",12,"CA","COVID"
"10633","2022/2023","North Battleford","SK","Net non-permanent residents",82,"CA","Post-COVID"
"10634","2023/2024","North Battleford","SK","Net non-permanent residents",147,"CA","Post-COVID"
"10635","2017/2018","North Battleford","SK","Residual deviation",20,"CA","Pre-COVID"
"10636","2018/2019","North Battleford","SK","Residual deviation",31,"CA","Pre-COVID"
"10637","2019/2020","North Battleford","SK","Residual deviation",33,"CA","Pre-COVID"
"10638","2020/2021","North Battleford","SK","Residual deviation",106,"CA","COVID"
"10639","2017/2018","Prince Albert","SK","Net emigration",39,"CA","Pre-COVID"
"10640","2018/2019","Prince Albert","SK","Net emigration",50,"CA","Pre-COVID"
"10641","2019/2020","Prince Albert","SK","Net emigration",49,"CA","Pre-COVID"
"10642","2020/2021","Prince Albert","SK","Net emigration",36,"CA","COVID"
"10643","2021/2022","Prince Albert","SK","Net emigration",17,"CA","COVID"
"10644","2022/2023","Prince Albert","SK","Net emigration",33,"CA","Post-COVID"
"10645","2023/2024","Prince Albert","SK","Net emigration",34,"CA","Post-COVID"
"10646","2017/2018","Prince Albert","SK","Returning emigrants",20,"CA","Pre-COVID"
"10647","2018/2019","Prince Albert","SK","Returning emigrants",20,"CA","Pre-COVID"
"10648","2019/2020","Prince Albert","SK","Returning emigrants",19,"CA","Pre-COVID"
"10649","2020/2021","Prince Albert","SK","Returning emigrants",9,"CA","COVID"
"10650","2021/2022","Prince Albert","SK","Returning emigrants",27,"CA","COVID"
"10651","2022/2023","Prince Albert","SK","Returning emigrants",27,"CA","Post-COVID"
"10652","2023/2024","Prince Albert","SK","Returning emigrants",28,"CA","Post-COVID"
"10653","2017/2018","Prince Albert","SK","Net interprovincial migration",-329,"CA","Pre-COVID"
"10654","2018/2019","Prince Albert","SK","Net interprovincial migration",-416,"CA","Pre-COVID"
"10655","2019/2020","Prince Albert","SK","Net interprovincial migration",-438,"CA","Pre-COVID"
"10656","2020/2021","Prince Albert","SK","Net interprovincial migration",-209,"CA","COVID"
"10657","2021/2022","Prince Albert","SK","Net interprovincial migration",-284,"CA","COVID"
"10658","2022/2023","Prince Albert","SK","Net interprovincial migration",-228,"CA","Post-COVID"
"10659","2023/2024","Prince Albert","SK","Net interprovincial migration",-151,"CA","Post-COVID"
"10660","2017/2018","Prince Albert","SK","Net intraprovincial migration",-286,"CA","Pre-COVID"
"10661","2018/2019","Prince Albert","SK","Net intraprovincial migration",-104,"CA","Pre-COVID"
"10662","2019/2020","Prince Albert","SK","Net intraprovincial migration",-296,"CA","Pre-COVID"
"10663","2020/2021","Prince Albert","SK","Net intraprovincial migration",-355,"CA","COVID"
"10664","2021/2022","Prince Albert","SK","Net intraprovincial migration",-591,"CA","COVID"
"10665","2022/2023","Prince Albert","SK","Net intraprovincial migration",-601,"CA","Post-COVID"
"10666","2023/2024","Prince Albert","SK","Net intraprovincial migration",-401,"CA","Post-COVID"
"10667","2017/2018","Prince Albert","SK","Net non-permanent residents",-90,"CA","Pre-COVID"
"10668","2018/2019","Prince Albert","SK","Net non-permanent residents",66,"CA","Pre-COVID"
"10669","2019/2020","Prince Albert","SK","Net non-permanent residents",-9,"CA","Pre-COVID"
"10670","2020/2021","Prince Albert","SK","Net non-permanent residents",15,"CA","COVID"
"10671","2021/2022","Prince Albert","SK","Net non-permanent residents",-52,"CA","COVID"
"10672","2022/2023","Prince Albert","SK","Net non-permanent residents",399,"CA","Post-COVID"
"10673","2023/2024","Prince Albert","SK","Net non-permanent residents",502,"CA","Post-COVID"
"10674","2017/2018","Prince Albert","SK","Residual deviation",229,"CA","Pre-COVID"
"10675","2018/2019","Prince Albert","SK","Residual deviation",220,"CA","Pre-COVID"
"10676","2019/2020","Prince Albert","SK","Residual deviation",193,"CA","Pre-COVID"
"10677","2020/2021","Prince Albert","SK","Residual deviation",232,"CA","COVID"
"10678","2017/2018","Estevan","SK","Net emigration",-6,"CA","Pre-COVID"
"10679","2018/2019","Estevan","SK","Net emigration",0,"CA","Pre-COVID"
"10680","2019/2020","Estevan","SK","Net emigration",31,"CA","Pre-COVID"
"10681","2020/2021","Estevan","SK","Net emigration",19,"CA","COVID"
"10682","2021/2022","Estevan","SK","Net emigration",-5,"CA","COVID"
"10683","2022/2023","Estevan","SK","Net emigration",20,"CA","Post-COVID"
"10684","2023/2024","Estevan","SK","Net emigration",21,"CA","Post-COVID"
"10685","2017/2018","Estevan","SK","Returning emigrants",10,"CA","Pre-COVID"
"10686","2018/2019","Estevan","SK","Returning emigrants",4,"CA","Pre-COVID"
"10687","2019/2020","Estevan","SK","Returning emigrants",7,"CA","Pre-COVID"
"10688","2020/2021","Estevan","SK","Returning emigrants",4,"CA","COVID"
"10689","2021/2022","Estevan","SK","Returning emigrants",6,"CA","COVID"
"10690","2022/2023","Estevan","SK","Returning emigrants",13,"CA","Post-COVID"
"10691","2023/2024","Estevan","SK","Returning emigrants",13,"CA","Post-COVID"
"10692","2017/2018","Estevan","SK","Net interprovincial migration",-164,"CA","Pre-COVID"
"10693","2018/2019","Estevan","SK","Net interprovincial migration",-106,"CA","Pre-COVID"
"10694","2019/2020","Estevan","SK","Net interprovincial migration",-181,"CA","Pre-COVID"
"10695","2020/2021","Estevan","SK","Net interprovincial migration",-210,"CA","COVID"
"10696","2021/2022","Estevan","SK","Net interprovincial migration",-151,"CA","COVID"
"10697","2022/2023","Estevan","SK","Net interprovincial migration",-65,"CA","Post-COVID"
"10698","2023/2024","Estevan","SK","Net interprovincial migration",-63,"CA","Post-COVID"
"10699","2017/2018","Estevan","SK","Net intraprovincial migration",-59,"CA","Pre-COVID"
"10700","2018/2019","Estevan","SK","Net intraprovincial migration",-119,"CA","Pre-COVID"
"10701","2019/2020","Estevan","SK","Net intraprovincial migration",-137,"CA","Pre-COVID"
"10702","2020/2021","Estevan","SK","Net intraprovincial migration",-60,"CA","COVID"
"10703","2021/2022","Estevan","SK","Net intraprovincial migration",-154,"CA","COVID"
"10704","2022/2023","Estevan","SK","Net intraprovincial migration",-23,"CA","Post-COVID"
"10705","2023/2024","Estevan","SK","Net intraprovincial migration",-24,"CA","Post-COVID"
"10706","2017/2018","Estevan","SK","Net non-permanent residents",-38,"CA","Pre-COVID"
"10707","2018/2019","Estevan","SK","Net non-permanent residents",10,"CA","Pre-COVID"
"10708","2019/2020","Estevan","SK","Net non-permanent residents",-18,"CA","Pre-COVID"
"10709","2020/2021","Estevan","SK","Net non-permanent residents",16,"CA","COVID"
"10710","2021/2022","Estevan","SK","Net non-permanent residents",-5,"CA","COVID"
"10711","2022/2023","Estevan","SK","Net non-permanent residents",53,"CA","Post-COVID"
"10712","2023/2024","Estevan","SK","Net non-permanent residents",30,"CA","Post-COVID"
"10713","2017/2018","Estevan","SK","Residual deviation",-41,"CA","Pre-COVID"
"10714","2018/2019","Estevan","SK","Residual deviation",-25,"CA","Pre-COVID"
"10715","2019/2020","Estevan","SK","Residual deviation",-39,"CA","Pre-COVID"
"10716","2020/2021","Estevan","SK","Residual deviation",53,"CA","COVID"
"10717","2017/2018","Weyburn","SK","Net emigration",-3,"CA","Pre-COVID"
"10718","2018/2019","Weyburn","SK","Net emigration",0,"CA","Pre-COVID"
"10719","2019/2020","Weyburn","SK","Net emigration",5,"CA","Pre-COVID"
"10720","2020/2021","Weyburn","SK","Net emigration",-3,"CA","COVID"
"10721","2021/2022","Weyburn","SK","Net emigration",1,"CA","COVID"
"10722","2022/2023","Weyburn","SK","Net emigration",9,"CA","Post-COVID"
"10723","2023/2024","Weyburn","SK","Net emigration",10,"CA","Post-COVID"
"10724","2017/2018","Weyburn","SK","Returning emigrants",3,"CA","Pre-COVID"
"10725","2018/2019","Weyburn","SK","Returning emigrants",1,"CA","Pre-COVID"
"10726","2019/2020","Weyburn","SK","Returning emigrants",3,"CA","Pre-COVID"
"10727","2020/2021","Weyburn","SK","Returning emigrants",3,"CA","COVID"
"10728","2021/2022","Weyburn","SK","Returning emigrants",3,"CA","COVID"
"10729","2022/2023","Weyburn","SK","Returning emigrants",7,"CA","Post-COVID"
"10730","2023/2024","Weyburn","SK","Returning emigrants",7,"CA","Post-COVID"
"10731","2017/2018","Weyburn","SK","Net interprovincial migration",-79,"CA","Pre-COVID"
"10732","2018/2019","Weyburn","SK","Net interprovincial migration",-114,"CA","Pre-COVID"
"10733","2019/2020","Weyburn","SK","Net interprovincial migration",-106,"CA","Pre-COVID"
"10734","2020/2021","Weyburn","SK","Net interprovincial migration",-51,"CA","COVID"
"10735","2021/2022","Weyburn","SK","Net interprovincial migration",-84,"CA","COVID"
"10736","2022/2023","Weyburn","SK","Net interprovincial migration",-110,"CA","Post-COVID"
"10737","2023/2024","Weyburn","SK","Net interprovincial migration",-46,"CA","Post-COVID"
"10738","2017/2018","Weyburn","SK","Net intraprovincial migration",-79,"CA","Pre-COVID"
"10739","2018/2019","Weyburn","SK","Net intraprovincial migration",-72,"CA","Pre-COVID"
"10740","2019/2020","Weyburn","SK","Net intraprovincial migration",23,"CA","Pre-COVID"
